run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R01_user_tweets_routing,False,wrong_tool,wrong_arg_value,timeline,timeline,False,True,False,"screenname: expected 'sama', got 'samaltman'"
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news'"
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup,False,False,False,"query: expected 'AI', got 'AI news'; missing tool call social_search"
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'robotics news today'"
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_groq_20260729T112231397830,v1,v1+pd25e2a4b5f01+td4c1aeaa79bf,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R07_search_type_arg,False,wrong_arg_value,missing_tool_call,social_search,clarify,False,False,False,missing tool call social_search; extra tool call clarify
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_groq_20260729T112553705829,v2,v2+pd25e2a4b5f01+t3e84d9df1574,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R01_user_tweets_routing,False,wrong_tool,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R02_search_tweets_routing,False,wrong_tool,missing_tool_call,social_search,clarify,False,False,False,missing tool call social_search; extra tool call clarify
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R05_limit_arg,False,wrong_arg_value,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R06_timeframe_arg,False,wrong_arg_value,missing_tool_call,lookup,clarify,False,False,False,missing tool call lookup; extra tool call clarify
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R07_search_type_arg,False,wrong_arg_value,missing_tool_call,social_search,clarify,False,False,False,missing tool call social_search; extra tool call clarify
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,clarify,False,False,False,missing tool call lookup; missing tool call social_search; extra tool call clarify
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,M03_correction_handle,True,wrong_arg_value,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,M05_correction_limit,True,wrong_arg_value,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v3_B_base_groq_20260729T112934661923,v3,v3+pb8fa117c5f8d+t3e84d9df1574,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v4_B_base_groq_20260729T113334800049,v4,v4+pda77501bcfdf+t3e84d9df1574,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v5_B_base_groq_20260729T113728855957,v5,v5+pda77501bcfdf+t056a8584142d,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R13_parallel_web_and_tweets,False,wrong_tool,missing_tool_call,lookup|social_search,lookup,False,False,False,missing tool call social_search
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v6_B_base_groq_20260729T114135874252,v6,v6+pda77501bcfdf+teda24430e0a6,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E01_company_source_policy,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E02_company_data_privacy,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E03_company_telegram_approval,False,wrong_tool,,policy,policy,True,True,True,
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E04_arxiv_search_topic,False,wrong_tool,,papers,papers,True,True,True,
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E05_arxiv_paper_text,False,wrong_tool,,paper_text,paper_text,True,True,True,
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E06_briefing_live_plus_style,False,wrong_tool,missing_tool_call,lookup|policy,policy,False,False,False,missing tool call lookup
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E07_paper_scan_template_plus_arxiv,False,wrong_tool,missing_tool_call,papers|policy,papers,False,False,False,missing tool call policy
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E08_specific_url_not_arxiv,False,wrong_tool,missing_tool_call,fetch|policy,fetch,False,False,False,missing tool call policy
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E09_two_links_parallel,False,wrong_tool,missing_tool_call,fetch|fetch,fetch,False,False,False,missing tool call fetch
v6_B_extension_groq_20260729T114333041226,v6,v6+pda77501bcfdf+teda24430e0a6,extension,E10_arxiv_research_search,False,wrong_tool,,papers,papers,True,True,True,
v6_B_group_groq_20260729T114248150848,v6,v6+pda77501bcfdf+teda24430e0a6,group,G01_hn_routing,False,wrong_tool,,hn_search,hn_search,True,True,True,
v6_B_group_groq_20260729T114248150848,v6,v6+pda77501bcfdf+teda24430e0a6,group,G02_points_and_limit_args,False,wrong_arg_value,,hn_search,hn_search,True,True,True,
v6_B_group_groq_20260729T114248150848,v6,v6+pda77501bcfdf+teda24430e0a6,group,G03_web_news_not_hn,False,wrong_tool,,lookup,lookup,True,True,True,
v6_B_group_groq_20260729T114248150848,v6,v6+pda77501bcfdf+teda24430e0a6,group,G04_missing_topic,False,missing_info,,clarify,clarify,True,True,True,
v6_B_group_groq_20260729T114248150848,v6,v6+pda77501bcfdf+teda24430e0a6,group,G05_meta_question_no_tool,False,unnecessary_tool,,no_tool,,True,True,True,
v6_B_group_groq_20260729T114248150848,v6,v6+pda77501bcfdf+teda24430e0a6,group,G06_switch_source_to_hn,True,wrong_tool,,hn_search,hn_search,True,True,True,
